slug,name,country,kind,province,lat,lon,pop2024,pop,region,netmig_rate,income_class,rotation_deg,erank,erank_norm,erank_l1,k90,erank_unrotated,orient_entropy,orient_order,grid_share,straightness,block_m,intersection_km2,four_way_share,deadend_share,street_km,n_ways,flag
w-gb-liverpool,Liverpool,United Kingdom,world,,53.41058,-2.97794,,496770,Europe,,,74.5,73.0,203.4,672.8,384,81.9,3.534,0.044,0.382,0.96,357.0,142.5,0.197,0.27,420.1,6687,
w-ru-cheboksary,Cheboksary,Russia,world,,56.13218,47.246,,492331,Europe,,,29.5,167.3,192.9,745.1,429,226.2,3.539,0.04,0.294,0.97,161.0,24.4,0.203,0.084,165.7,1740,norm_short
w-co-monteria,Monteria,Colombia,world,,8.75081,-75.87823,,490935,South America,,,43.5,60.9,175.5,719.6,397,76.6,3.413,0.149,0.401,0.992,85.0,185.4,0.401,0.069,539.5,4186,
w-ke-ruiru,Ruiru,Kenya,world,,-1.14665,36.96087,,490120,Africa,,,32.5,128.0,197.6,741.9,422,187.6,3.339,0.21,0.284,0.898,161.0,63.6,0.083,0.207,278.7,2109,
w-co-valledupar,Valledupar,Colombia,world,,10.46538,-73.2531,,490075,South America,,,55.5,63.5,188.3,717.0,401,87.6,3.33,0.217,0.451,0.992,102.0,156.7,0.478,0.044,513.6,3050,
w-sd-port-sudan,Port Sudan,Sudan,world,,19.61745,37.21644,,489725,Africa,,,79.5,32.9,57.9,611.2,273,92.3,3.28,0.257,0.643,0.966,62.0,121.2,0.304,0.018,345.7,2984,
w-mx-toluca,Toluca,Mexico,world,,19.28786,-99.65324,,489333,North America,,,89.5,50.9,121.7,682.5,348,54.0,3.135,0.366,0.636,0.988,74.0,143.3,0.296,0.181,505.0,7550,
w-mx-ciudad-lopez-mateos,Ciudad Lopez Mateos,Mexico,world,,19.55793,-99.25675,,489160,North America,,,9.5,113.6,261.0,750.0,435,107.7,3.566,0.016,0.248,0.95,278.0,100.6,0.158,0.234,362.7,5865,
w-pl-gdansk,Gdansk,Poland,world,,54.35227,18.64912,,487371,Europe,,,55.5,150.3,230.0,741.4,424,154.8,3.568,0.014,0.219,0.964,nan,46.2,0.229,0.189,228.4,4289,
w-us-miami,Miami,United States,world,,25.77427,-80.19366,,487014,North America,,,88.5,33.0,74.7,577.4,266,69.1,2.674,0.656,0.624,0.984,109.0,65.4,0.405,0.057,305.5,4454,
w-us-omaha,Omaha,United States,world,,41.25626,-95.94043,,486051,North America,,,0.5,27.4,49.2,470.0,147,24.9,2.705,0.64,0.872,0.987,111.0,54.4,0.464,0.076,318.8,3302,
w-cd-masina,Masina,Democratic Republic of the Congo,world,,-4.38361,15.39139,,485167,Africa,,,8.5,62.3,154.4,626.6,345,69.5,3.455,0.113,0.495,0.987,nan,110.5,0.4,0.135,399.3,3388,
w-br-campos-dos-goytacazes,Campos dos Goytacazes,Brazil,world,,-21.75227,-41.33044,,483540,South America,,,19.5,81.1,138.6,719.6,396,148.1,3.434,0.131,0.48,0.974,85.0,78.8,0.28,0.086,335.5,2706,
w-et-jijiga,Jijiga,Ethiopia,world,,9.35,42.8,,483000,Africa,,,0.5,76.0,152.0,715.5,393,77.4,3.516,0.06,0.445,0.976,65.0,107.6,0.297,0.075,402.6,2230,
w-ru-tula,Tula,Russia,world,,54.19609,37.61822,,482873,Europe,,,32.5,115.2,177.6,701.7,386,272.0,3.443,0.124,0.427,0.987,nan,20.8,0.412,0.105,168.3,1611,norm_short
w-us-raleigh,Raleigh,United States,world,,35.7721,-78.63861,,482295,North America,,,2.5,44.4,99.7,657.0,328,105.6,3.343,0.207,0.635,0.947,76.0,52.2,0.336,0.126,295.0,3092,
w-br-sao-jose-do-rio-preto,Sao Jose do Rio Preto,Brazil,world,,-20.81972,-49.37944,,480393,South America,,,45.5,43.7,138.2,700.5,373,107.6,3.364,0.19,0.548,0.991,102.0,130.5,0.507,0.033,503.5,4296,
w-br-caxias-do-sul,Caxias do Sul,Brazil,world,,-29.16806,-51.17944,,479599,South America,,,88.5,41.4,68.9,622.5,280,64.6,2.872,0.543,0.741,0.975,67.0,113.3,0.28,0.104,427.6,3977,
w-ng-okene,Okene,Nigeria,world,,7.55122,6.23589,,479178,Africa,,,4.5,247.0,273.0,740.5,428,243.0,3.524,0.053,0.146,0.881,172.0,25.5,0.05,0.198,136.8,665,norm_short
w-gb-bristol,Bristol,United Kingdom,world,,51.45523,-2.59665,,479024,Europe,,,52.5,106.6,271.4,756.9,438,119.6,3.555,0.026,0.318,0.953,238.0,128.9,0.106,0.19,413.2,6803,
w-za-east-london,East London,South Africa,world,,-33.01529,27.91162,,478676,Africa,,,73.5,76.6,91.6,658.0,355,166.6,3.513,0.063,0.401,0.935,83.0,38.7,0.306,0.077,180.3,1288,norm_short
w-so-hargeysa,Hargeysa,Somalia,world,,9.56,44.065,,477876,Africa,,,77.5,48.8,188.8,713.8,381,50.6,3.064,0.417,0.596,0.967,63.0,221.6,0.368,0.073,626.4,6210,
w-ke-eldoret,Eldoret,Kenya,world,,0.52036,35.26993,,475716,Africa,,,18.5,157.1,198.2,726.4,404,212.7,3.46,0.109,0.501,0.917,nan,38.8,0.136,0.197,206.0,1531,
w-us-kansas-city,Kansas City,United States,world,,39.09973,-94.57857,,475378,North America,,,2.5,24.6,54.1,591.7,247,60.5,2.691,0.648,0.711,0.982,98.0,69.9,0.505,0.07,386.8,3791,
w-ru-kaliningrad,Kaliningrad,Russia,world,,54.70639,20.51102,,475056,Europe,,,88.5,147.1,217.9,720.5,403,152.6,3.474,0.097,0.385,0.96,263.0,38.6,0.207,0.205,223.3,5011,
w-mk-skopje,Skopje,North Macedonia,world,,41.99646,21.43141,,474889,Europe,,,10.5,111.7,219.7,736.1,419,141.4,3.501,0.074,0.284,0.952,208.0,74.4,0.189,0.219,305.4,4277,
w-za-vereeniging,Vereeniging,South Africa,world,,-26.67313,27.92615,,474681,Africa,,,11.5,40.0,68.5,647.8,330,226.0,3.398,0.162,0.513,0.959,152.0,18.8,0.341,0.115,150.5,1018,norm_short
w-nl-the-hague,The Hague,The Netherlands,world,,52.07667,4.29861,,474292,Europe,,,59.5,61.2,174.9,693.6,360,98.2,3.177,0.336,0.627,0.975,68.0,152.6,0.319,0.058,517.8,9341,
w-us-long-beach,Long Beach,United States,world,,33.76696,-118.18923,,474140,North America,,,0.5,33.3,57.7,521.4,210,15.6,2.813,0.578,0.767,0.974,135.0,40.6,0.458,0.077,242.0,2926,
w-es-murcia,Murcia,Spain,world,,37.98704,-1.13004,,471982,Europe,,,73.5,57.3,172.1,716.0,386,75.1,3.328,0.219,0.525,0.952,nan,186.8,0.243,0.116,509.2,6409,
w-us-mesa,Mesa,United States,world,,33.42227,-111.82264,,471825,North America,,,89.5,40.7,50.9,440.5,142,32.2,2.551,0.719,0.907,0.981,81.0,46.2,0.238,0.125,274.8,2969,
w-ca-halifax,Halifax,Canada,world,,44.64269,-63.57688,,471559,North America,,,69.5,66.0,93.8,556.3,284,201.4,3.369,0.186,0.514,0.975,128.0,36.6,0.329,0.098,176.3,2591,norm_short
w-tz-morogoro,Morogoro,Tanzania,world,,-6.82102,37.66122,,471409,Africa,,,86.5,152.0,238.8,755.9,440,157.9,3.513,0.063,0.311,0.878,179.0,72.0,0.131,0.112,274.1,2038,
w-ma-kenitra,Kenitra,Morocco,world,,34.26101,-6.5802,,470949,Africa,,,54.5,105.1,243.9,744.2,429,94.3,3.477,0.094,0.259,0.973,385.0,116.1,0.215,0.058,301.0,4266,
w-ua-mykolayiv,Mykolayiv,Ukraine,world,,46.97625,31.99296,,470011,Europe,,,5.5,72.1,73.1,667.7,365,197.0,3.469,0.101,0.289,0.99,385.0,21.8,0.474,0.1,158.1,1234,norm_short
w-us-staten-island,Staten Island,United States,world,,40.56233,-74.13986,,468730,North America,,,35.5,105.0,170.5,683.2,374,223.2,3.289,0.25,0.439,0.978,79.0,54.6,0.328,0.164,257.0,2407,
w-co-pereira,Pereira,Colombia,world,,4.81428,-75.69488,,467269,South America,,,6.5,43.7,119.2,724.1,398,104.2,3.474,0.097,0.468,0.967,94.0,107.6,0.312,0.124,378.9,5646,
w-mx-ciudad-apodaca,Ciudad Apodaca,Mexico,world,,25.78143,-100.18911,,467157,North America,,,60.5,71.2,128.4,708.8,384,168.1,3.488,0.085,0.468,0.969,100.0,82.4,0.242,0.11,310.1,3220,
w-et-gonder,Gonder,Ethiopia,world,,12.6,37.46667,,466000,Africa,,,65.5,129.9,193.6,716.1,399,155.2,3.544,0.036,0.266,0.884,333.0,57.2,0.207,0.11,203.0,1212,
w-gt-mixco,Mixco,Guatemala,world,,14.63077,-90.60711,,465773,North America,,,55.5,177.0,341.9,767.3,456,122.9,3.502,0.073,0.106,0.933,294.0,81.2,0.113,0.32,290.7,4294,
w-ng-ikare,Ikare,Nigeria,world,,7.52591,5.75342,,465000,Africa,,,17.5,225.6,257.2,724.9,416,202.9,3.489,0.085,0.285,0.928,278.0,26.8,0.072,0.22,141.7,1101,norm_short
w-ve-maracay,Maracay,Venezuela,world,,10.24972,-67.59475,,464700,South America,,,13.5,65.6,134.9,648.1,309,113.1,3.13,0.37,0.751,0.977,nan,93.8,0.346,0.094,396.9,2883,
w-gh-tamale,Tamale,Ghana,world,,9.40079,-0.8393,,464316,Africa,,,1.5,109.5,239.3,755.7,439,114.4,3.533,0.046,0.357,0.938,nan,100.7,0.162,0.104,345.0,3198,
w-ug-kira,Kira,Uganda,world,,0.4,32.63333,,462900,Africa,,,65.5,186.5,297.8,773.6,461,210.9,3.572,0.011,0.276,0.885,385.0,53.8,0.045,0.415,259.2,2835,
w-eg-esna,Esna,Egypt,world,,25.29336,32.55402,,462787,Africa,,,69.5,64.5,105.1,515.7,267,111.7,3.222,0.302,0.63,0.923,263.0,39.6,0.119,0.159,163.7,2222,norm_short
w-ng-yola,Yola,Nigeria,world,,9.20839,12.48146,,460000,Africa,,,89.5,120.2,178.7,669.4,355,120.0,3.452,0.116,0.433,0.935,333.0,58.7,0.121,0.14,217.3,1712,
w-ec-santo-domingo-de-los-colorados,Santo Domingo de los Colorados,Ecuador,world,,-0.25368,-79.17628,,458580,South America,,,4.5,63.5,134.9,702.7,372,70.4,3.253,0.278,0.608,0.972,69.0,139.6,0.33,0.136,491.9,4130,
w-et-mek-ele,Mek'ele,Ethiopia,world,,13.49667,39.47528,,457900,Africa,,,19.5,62.5,137.7,667.5,355,117.5,3.407,0.155,0.439,0.968,62.0,108.2,0.318,0.055,345.5,2665,
w-et-nazret,Nazret,Ethiopia,world,,8.55,39.26667,,456900,Africa,,,21.5,37.8,100.1,645.1,312,94.0,3.264,0.27,0.655,0.986,61.0,139.2,0.357,0.091,468.7,3754,
w-us-colorado-springs,Colorado Springs,United States,world,,38.83388,-104.82136,,456568,North America,,,1.5,51.4,79.8,588.9,256,82.0,3.082,0.404,0.747,0.973,156.0,49.1,0.454,0.128,289.2,2910,
w-pe-huancayo,Huancayo,Peru,world,,-12.06866,-75.21027,,456250,South America,,,58.5,56.9,141.4,711.7,385,97.4,3.336,0.212,0.547,0.98,100.0,154.3,0.407,0.085,512.2,3758,
w-cd-mbandaka,Mbandaka,Democratic Republic of the Congo,world,,0.04865,18.26034,,455011,Africa,,,53.5,61.4,91.6,574.4,309,130.8,3.323,0.223,0.647,0.974,nan,75.2,0.357,0.087,303.8,1597,
w-mx-ciudad-general-escobedo,Ciudad General Escobedo,Mexico,world,,25.79663,-100.31767,,454967,North America,,,8.5,55.8,134.9,686.7,359,72.4,3.207,0.314,0.57,0.988,104.0,145.6,0.224,0.113,474.1,4513,
w-us-virginia-beach,Virginia Beach,United States,world,,36.85293,-75.97799,,454808,North America,,,77.5,26.4,29.5,410.2,216,117.9,3.121,0.377,0.601,0.942,106.0,33.2,0.357,0.213,164.3,1305,norm_short
w-ru-kursk,Kursk,Russia,world,,51.72689,36.18457,,448733,Europe,,,60.5,102.5,120.8,717.2,398,162.8,3.45,0.118,0.42,0.969,333.0,37.0,0.485,0.124,221.6,1379,
w-br-campina-grande,Campina Grande,Brazil,world,,-7.23056,-35.88111,,443911,South America,,,83.5,67.8,178.4,731.0,408,85.8,3.446,0.121,0.449,0.984,79.0,131.2,0.338,0.063,469.8,3971,
w-mx-ensenada,Ensenada,Mexico,world,,31.87149,-116.60071,,443807,North America,,,80.5,30.7,64.1,672.3,349,94.0,3.323,0.223,0.504,0.991,74.0,119.2,0.417,0.076,481.3,3564,
w-br-jundiai,Jundiai,Brazil,world,,-23.18639,-46.88417,,443221,South America,,,56.5,96.6,264.9,764.8,449,117.4,3.558,0.023,0.276,0.949,nan,110.7,0.23,0.107,420.8,4904,
w-mx-xochimilco,Xochimilco,Mexico,world,,19.25465,-99.10356,,442178,North America,,,15.5,94.3,201.7,705.3,383,116.4,3.331,0.217,0.571,0.949,238.0,117.0,0.125,0.345,366.2,5227,
w-br-piracicaba,Piracicaba,Brazil,world,,-22.72528,-47.64917,,440835,South America,,,26.5,52.3,124.6,690.0,364,114.3,3.424,0.14,0.535,0.981,106.0,118.1,0.41,0.057,442.4,4305,
w-ca-laval,Laval,Canada,world,,45.56995,-73.692,,438366,North America,,,52.5,63.6,122.4,660.5,329,209.3,2.977,0.476,0.613,0.954,96.0,58.2,0.303,0.038,305.8,5687,
w-es-palma,Palma,Spain,world,,39.56939,2.65024,,438234,Europe,,,48.5,76.7,194.6,702.5,397,76.3,3.56,0.022,0.248,0.975,357.0,117.0,0.4,0.057,381.9,4589,
w-br-montes-claros,Montes Claros,Brazil,world,,-16.735,-43.86167,,437601,South America,,,89.5,73.5,220.1,760.9,445,71.0,3.546,0.034,0.341,0.99,74.0,150.4,0.438,0.047,542.2,4313,
w-co-manizales,Manizales,Colombia,world,,5.0668,-75.50684,,434403,South America,,,87.5,59.9,173.0,735.3,416,78.3,3.551,0.03,0.328,0.955,71.0,162.2,0.238,0.145,445.0,5248,
w-ru-stavropol,Stavropol,Russia,world,,45.03442,41.9642,,433931,Europe,,,81.5,69.5,105.5,622.0,299,187.3,3.322,0.224,0.641,0.954,nan,29.7,0.225,0.175,207.5,1360,
w-co-buenaventura,Buenaventura,Colombia,world,,3.58333,-77.0,,432385,South America,,,,,,,,,,,,,,,,,,,no_streets
w-ua-vinnytsya,Vinnytsya,Ukraine,world,,49.2322,28.46871,,430091,Europe,,,86.5,157.6,188.0,750.0,435,196.0,3.526,0.051,0.335,0.95,185.0,36.0,0.254,0.162,212.6,1774,
w-pe-cusco,Cusco,Peru,world,,-13.53188,-71.96701,,428450,South America,,,6.5,83.7,178.1,738.8,419,96.1,3.514,0.063,0.346,0.906,65.0,101.5,0.229,0.133,396.5,3424,
w-mx-veracruz,Veracruz,Mexico,world,,19.18095,-96.1429,,428323,North America,,,55.5,56.6,166.7,697.1,382,77.2,3.319,0.226,0.413,0.994,102.0,161.3,0.489,0.07,542.4,4524,
w-ru-bryansk,Bryansk,Russia,world,,53.27096,34.32143,,427236,Europe,,,22.5,205.1,234.7,679.7,398,237.6,3.426,0.138,0.303,0.95,179.0,14.3,0.171,0.25,120.8,1114,norm_short
w-mx-xalapa-de-enriquez,Xalapa de Enriquez,Mexico,world,,19.53124,-96.91589,,424755,North America,,,8.5,89.2,292.8,772.7,458,91.1,3.536,0.043,0.279,0.973,nan,140.7,0.265,0.189,492.7,6312,
w-sk-bratislava,Bratislava,Slovakia,world,,48.14816,17.10674,,423737,Europe,,,3.5,97.0,179.7,717.1,412,109.9,3.56,0.022,0.294,0.957,312.0,72.8,0.221,0.179,329.5,5308,
w-ca-london,London,Canada,world,,42.98339,-81.23304,,422324,North America,,,69.5,41.5,66.7,561.9,238,191.9,2.898,0.527,0.719,0.979,143.0,43.8,0.309,0.103,257.3,2300,
w-br-barra-da-tijuca,Barra da Tijuca,Brazil,world,,-22.99835,-43.36545,,421438,South America,,,0.5,67.5,74.7,534.2,267,70.8,3.306,0.237,0.558,0.938,294.0,42.5,0.105,0.143,168.4,2736,norm_short
w-ru-tver,Tver,Russia,world,,56.85836,35.90057,,420065,Europe,,,35.5,116.7,212.2,740.9,426,192.4,3.304,0.238,0.19,0.992,nan,44.6,0.392,0.096,253.6,2271,
w-br-boa-vista,Boa Vista,Brazil,world,,2.81972,-60.67333,,419652,South America,,,41.5,43.3,92.6,592.5,322,158.5,3.318,0.227,0.413,0.98,135.0,67.0,0.443,0.047,285.7,1981,
w-br-rio-branco,Rio Branco,Brazil,world,,-9.97472,-67.81,,419452,South America,,,65.5,131.8,221.7,763.0,447,146.0,3.532,0.046,0.299,0.974,86.0,79.2,0.208,0.185,327.5,2923,
w-nz-christchurch,Christchurch,New Zealand,world,,-43.53333,172.63333,,419200,Oceania,,,89.5,38.8,76.0,662.3,328,28.8,3.311,0.232,0.617,0.975,122.0,66.6,0.349,0.119,321.7,4152,
w-br-santos,Santos,Brazil,world,,-23.96083,-46.33361,,418608,South America,,,6.5,44.5,84.5,618.7,316,114.7,3.325,0.222,0.589,0.969,122.0,68.2,0.359,0.087,281.5,2989,
w-al-tirana,Tirana,Albania,world,,41.32744,19.81866,,418495,Europe,,,78.5,80.8,230.2,745.8,426,108.7,3.522,0.055,0.368,0.938,333.0,123.4,0.113,0.19,429.3,6090,
w-br-petrolina,Petrolina,Brazil,world,,-9.39861,-40.50083,,418444,South America,,,65.5,90.1,248.7,774.6,462,74.5,3.5,0.075,0.193,0.989,nan,129.5,0.266,0.029,417.4,4174,
w-br-maua,Maua,Brazil,world,,-23.66778,-46.46139,,418261,South America,,,6.5,107.1,238.0,740.0,425,112.7,3.564,0.017,0.288,0.935,111.0,90.6,0.15,0.094,348.7,4350,
w-pr-san-juan,San Juan,Puerto Rico,world,,18.46633,-66.10572,,418140,North America,,,69.5,142.8,142.8,544.1,312,108.0,3.556,0.025,0.256,0.965,357.0,15.7,0.268,0.09,72.1,1145,norm_short
w-mx-nuevo-laredo,Nuevo Laredo,Mexico,world,,27.47629,-99.51639,,416055,North America,,,0.5,20.8,27.0,494.6,175,24.2,2.832,0.567,0.869,0.997,96.0,114.4,0.623,0.07,470.0,3182,
w-ch-zuerich,Zuerich,Switzerland,world,,47.36667,8.55,,415367,Europe,,,50.5,101.3,219.8,708.8,394,136.9,3.539,0.04,0.311,0.973,333.0,80.8,0.292,0.113,323.9,5744,
w-us-tampa,Tampa,United States,world,,27.94752,-82.45843,,414547,North America,,,0.5,30.4,66.4,594.1,252,34.8,2.805,0.583,0.687,0.977,81.0,79.9,0.504,0.071,381.3,3899,
w-ru-magnitogorsk,Magnitogorsk,Russia,world,,53.39808,59.0066,,413351,Europe,,,89.5,40.4,42.9,505.2,234,31.2,3.202,0.317,0.568,0.973,nan,13.8,0.362,0.122,110.8,936,norm_short
w-us-tulsa,Tulsa,United States,world,,36.15398,-95.99277,,413066,North America,,,0.5,42.1,84.3,561.8,241,34.6,2.891,0.531,0.712,0.993,109.0,57.2,0.39,0.093,330.5,4529,
w-ve-ciudad-bolivar,Ciudad Bolivar,Venezuela,world,,8.12366,-63.54694,,412619,South America,,,81.5,135.3,218.0,735.6,418,151.9,3.43,0.135,0.336,0.957,nan,62.2,0.255,0.139,281.9,1828,
w-de-wandsbek,Wandsbek,Germany,world,,53.58334,10.08305,,411422,Europe,,,71.5,127.7,221.0,717.6,396,178.3,3.494,0.08,0.485,0.955,185.0,53.2,0.237,0.101,267.0,5728,
w-us-minneapolis,Minneapolis,United States,world,,44.97997,-93.26384,,410939,North America,,,0.5,51.9,113.0,690.1,365,39.0,3.132,0.369,0.474,0.984,200.0,71.2,0.53,0.057,432.1,5197,
w-br-maringa,Maringa,Brazil,world,,-23.42528,-51.93861,,409657,South America,,,20.5,69.3,142.9,744.8,429,89.0,3.398,0.162,0.315,0.984,98.0,93.0,0.494,0.053,399.5,4048,
w-ua-saltivka,Saltivka,Ukraine,world,,50.02207,36.34901,,409300,Europe,,,27.5,137.9,138.3,626.6,332,308.7,3.497,0.077,0.475,0.977,185.0,7.9,0.223,0.206,84.8,802,norm_short
w-pa-panama-city,Panama City,Panama,world,,8.9936,-79.51973,,408168,North America,,,78.5,120.7,201.0,756.8,441,148.6,3.555,0.026,0.29,0.947,111.0,66.1,0.225,0.136,324.0,3000,
w-ru-ivanovo,Ivanovo,Russia,world,,56.99988,40.97257,,406113,Europe,,,83.5,174.0,285.7,768.7,458,181.1,3.536,0.043,0.2,0.987,278.0,48.7,0.356,0.161,272.3,2631,
w-ve-cumana,Cumana,Venezuela,world,,10.4639,-64.17859,,405626,South America,,,81.5,106.7,165.9,638.4,366,111.8,3.517,0.06,0.341,0.969,357.0,69.2,0.249,0.154,253.4,1899,
w-br-caruaru,Caruaru,Brazil,world,,-8.28333,-35.97611,,402290,South America,,,4.5,63.8,218.1,740.7,418,66.8,3.401,0.159,0.451,0.986,nan,183.6,0.295,0.072,573.1,4904,
w-cl-antofagasta,Antofagasta,Chile,world,,-23.65094,-70.39752,,401096,South America,,,30.5,102.6,161.0,541.8,309,95.1,3.399,0.161,0.219,0.982,227.0,65.4,0.32,0.093,214.3,1647,
w-au-sunshine-coast,Sunshine Coast,Australia,world,,-26.65682,153.07955,,398840,Oceania,,,8.5,121.7,162.3,687.0,376,166.8,3.422,0.142,0.414,0.916,161.0,46.4,0.154,0.199,207.8,2328,
w-ua-luhansk,Luhansk,Ukraine,world,,48.56814,39.30553,,397677,Europe,,,85.5,98.7,141.1,701.2,379,152.2,3.284,0.254,0.533,0.961,119.0,39.2,0.343,0.186,254.9,1330,
w-ve-barinas,Barinas,Venezuela,world,,8.62064,-70.23105,,397279,South America,,,64.5,88.2,173.7,736.4,419,146.6,3.39,0.169,0.324,0.949,nan,84.5,0.354,0.156,350.4,2630,
w-br-vitoria-da-conquista,Vitoria da Conquista,Brazil,world,,-14.86611,-40.83944,,396613,South America,,,7.5,66.1,122.4,722.6,402,84.7,3.404,0.157,0.479,0.974,100.0,123.9,0.317,0.052,448.6,4037,
w-us-wichita,Wichita,United States,world,,37.69224,-97.33754,,396119,North America,,,89.5,24.6,37.8,482.6,160,23.2,2.564,0.713,0.847,0.987,114.0,54.0,0.52,0.082,346.9,2248,
w-pl-szczecin,Szczecin,Poland,world,,53.42894,14.55302,,395513,Europe,,,14.5,101.3,188.1,703.7,396,144.0,3.542,0.037,0.328,0.948,nan,66.6,0.248,0.148,273.1,4619,
w-it-bologna,Bologna,Italy,world,,44.49381,11.33875,,394843,Europe,,,26.5,111.4,209.3,731.8,412,131.9,3.456,0.113,0.326,0.944,156.0,80.3,0.272,0.096,316.6,4970,
w-ee-tallinn,Tallinn,Estonia,world,,59.43696,24.75353,,394024,Europe,,,24.5,129.4,216.5,712.7,408,128.2,3.521,0.056,0.254,0.972,217.0,72.6,0.373,0.075,271.8,3866,
w-us-arlington,Arlington,United States,world,,32.73569,-97.10807,,388125,North America,,,0.5,41.4,69.2,540.0,213,52.0,2.791,0.592,0.803,0.948,116.0,46.0,0.305,0.107,267.8,3092,
w-mx-ojo-de-agua,Ojo de Agua,Mexico,world,,19.68028,-99.01,,386290,North America,,,32.5,53.8,110.7,648.7,331,115.1,3.242,0.286,0.61,0.981,62.0,106.8,0.188,0.288,364.7,4650,
w-de-bochum,Bochum,Germany,world,,51.48165,7.21648,,385729,Europe,,,69.5,133.9,249.2,752.1,434,153.6,3.543,0.037,0.318,0.955,238.0,65.2,0.248,0.141,295.0,6309,
w-mx-xico,Xico,Mexico,world,,19.27032,-98.95088,,384327,North America,,,8.5,24.3,40.7,500.9,196,63.8,2.912,0.518,0.779,0.985,83.0,108.0,0.481,0.078,380.5,2067,
w-es-las-palmas-de-gran-canaria,Las Palmas de Gran Canaria,Spain,world,,28.10178,-15.41573,,383516,Europe,,,58.5,62.3,131.6,543.4,311,81.2,3.521,0.056,0.367,0.923,227.0,72.1,0.272,0.101,279.7,3631,
w-nz-wellington,Wellington,New Zealand,world,,-41.28664,174.77557,,381900,Oceania,,,22.5,99.4,147.8,708.3,391,129.0,3.518,0.058,0.344,0.887,333.0,69.9,0.564,0.15,236.4,2675,
w-mx-mazatlan,Mazatlan,Mexico,world,,23.22163,-106.41885,,381583,North America,,,13.5,57.0,123.4,715.6,410,99.7,3.479,0.093,0.293,0.982,93.0,101.8,0.453,0.07,352.5,3069,
w-ru-nizhny-tagil,Nizhny Tagil,Russia,world,,57.91944,59.965,,381116,Europe,,,60.5,184.9,203.3,736.4,424,263.0,3.472,0.099,0.28,0.977,nan,16.4,0.335,0.193,136.6,1048,norm_short
w-mx-irapuato,Irapuato,Mexico,world,,20.671,-101.35577,,380941,North America,,,3.5,74.8,223.4,745.6,423,73.8,3.439,0.128,0.467,0.989,357.0,160.0,0.268,0.1,530.0,5197,
w-cz-brno,Brno,Czechia,world,,49.19522,16.60796,,379466,Europe,,,68.5,134.6,221.7,750.9,435,170.9,3.538,0.041,0.319,0.977,312.0,57.0,0.269,0.154,287.1,5195,
w-ro-iasi,Iasi,Romania,world,,47.16667,27.6,,378954,Europe,,,12.5,144.8,212.1,672.0,378,171.0,3.536,0.043,0.217,0.951,385.0,44.4,0.193,0.109,216.9,2102,
w-nl-utrecht,Utrecht,The Netherlands,world,,52.09083,5.12222,,376435,Europe,,,44.5,91.6,296.0,770.6,456,103.1,3.54,0.039,0.232,0.962,312.0,144.0,0.253,0.131,461.3,8212,
w-us-bakersfield,Bakersfield,United States,world,,35.37329,-119.01871,,373640,North America,,,0.5,25.6,52.0,519.4,195,26.0,2.943,0.498,0.773,0.986,106.0,57.8,0.512,0.091,361.3,2478,
w-gb-cardiff,Cardiff,United Kingdom,world,,51.48,-3.18,,372089,Europe,,,65.5,114.3,230.8,751.6,434,142.2,3.563,0.019,0.325,0.955,385.0,102.2,0.303,0.209,336.2,4806,
w-gb-leicester,Leicester,United Kingdom,world,,52.6386,-1.13169,,368600,Europe,,,25.5,107.8,244.8,756.4,438,125.8,3.504,0.071,0.374,0.95,89.0,113.2,0.189,0.213,390.3,5148,
w-ua-desna,Desna,Ukraine,world,,50.52207,30.68228,,368500,Europe,,,82.5,35.6,35.6,241.1,144,126.2,3.514,0.062,0.483,0.919,333.0,0.5,0.077,0.35,15.9,92,sparse_osm;norm_short
w-ro-sector-6,Sector 6,Romania,world,,44.43579,26.01649,,367760,Europe,,,32.5,97.9,197.4,717.6,401,139.8,3.347,0.204,0.372,0.965,81.0,69.4,0.137,0.163,291.5,3532,
w-it-florence,Florence,Italy,world,,43.77925,11.24626,,367150,Europe,,,32.5,95.4,198.4,740.5,419,124.8,3.479,0.093,0.421,0.955,nan,123.2,0.279,0.07,377.8,5958,
w-gb-bradford,Bradford,United Kingdom,world,,53.79391,-1.75206,,366187,Europe,,,71.5,124.5,288.8,768.9,454,139.9,3.559,0.022,0.299,0.946,357.0,112.9,0.133,0.295,374.8,5376,
w-by-hrodna,Hrodna,Belarus,world,,53.6758,23.82887,,363718,Europe,,,23.5,186.2,224.5,758.8,443,198.5,3.528,0.05,0.282,0.961,156.0,31.7,0.208,0.167,196.9,2297,norm_short
w-se-malmoe,Malmoe,Sweden,world,,55.60587,13.00073,,362133,Europe,,,82.5,109.4,175.0,666.4,380,142.7,3.516,0.06,0.36,0.974,74.0,60.9,0.331,0.141,269.5,3406,
w-nz-manukau-city,Manukau City,New Zealand,world,,-36.99282,174.87986,,362000,Oceania,,,66.5,100.3,155.2,697.1,380,189.1,3.454,0.114,0.436,0.914,385.0,56.0,0.134,0.179,246.6,3864,
w-de-wuppertal,Wuppertal,Germany,world,,51.25627,7.14816,,360797,Europe,,,63.5,137.3,233.4,746.0,426,163.3,3.536,0.043,0.311,0.94,167.0,58.0,0.173,0.186,278.0,4889,
